user,degree_w,betweenness,eigenvector
u_00384,39,0.0021328746702221164,0.008914421917776055
u_00862,36,8.105885681270349e-05,0.008906698066893443
u_00252,58,0.00020981528740160365,0.008881419670652688
u_00290,53,0.0004872695817171819,0.008868608568434334
u_00378,39,8.41389259678877e-05,0.008755340458543192
u_00121,67,0.0002907196447249154,0.008750367016681119
u_00363,50,0.0002947135236540168,0.008727376206853536
u_00277,62,0.00034102574408029527,0.00868573116004097
u_00801,36,0.00010526503611328592,0.008673935556598983
u_00251,50,0.0005508340204623351,0.008660243398221393
u_00492,37,0.00027872769377429245,0.008646083490601307
u_00360,36,4.455453892179754e-05,0.008630431375602892
u_00210,46,0.0001783962286556289,0.0086227235303995
u_00170,41,5.9711412101669065e-05,0.008619641679188574
u_00306,61,0.00014158336396342426,0.008608632574921199
u_00366,50,0.00046943408647634444,0.008606728020385753
u_01763,23,6.22835037021396e-06,0.008606523703795459
u_00200,70,0.0005619773023024922,0.008604628720705441
u_00261,52,0.0003937561584456863,0.00859942936397706
u_00320,70,0.0007312561670938603,0.008586338671087265
u_00180,65,0.0002643141980704393,0.00854850891657936
u_00411,44,0.00022580346471950813,0.008547453801258074
u_00508,39,6.0753968659710405e-05,0.008544560905419763
u_00504,32,5.860245093727142e-05,0.008507413109648573
u_00307,49,0.0001230572973418782,0.008500587086621793
u_00391,30,2.257155001957655e-05,0.008475347576109444
u_00374,45,6.928676431075572e-05,0.008440678115950192
u_00275,53,0.00043670647317937554,0.008426908238835058
u_00932,23,2.4485341492740122e-06,0.008371810294501954
u_00215,55,6.820503189147816e-05,0.008369977065553084
u_00167,68,0.00032192630286867496,0.00835476343676669
u_01078,36,4.574007559682133e-05,0.008287034293189718
u_01143,22,2.352316400807881e-05,0.008280455113605532
u_00364,34,9.21492256973039e-05,0.008275624903919124
u_00169,66,4.3916719092193103e-05,0.008273797054820623
u_00257,38,4.264435531560798e-05,0.008260547403634248
u_00301,33,0.0004305965665327615,0.008245392693193828
u_00211,53,0.0001995368171393955,0.008221737099111955
u_00516,35,5.2248865067477685e-05,0.008213888735806134
u_00283,44,8.132126802235137e-05,0.008199939029242223
u_00227,49,7.732463825326546e-05,0.0081877787662212
u_01680,38,0.00011249215455860886,0.008168132264400604
u_00537,44,0.00019845272385276658,0.008158885445009962
u_01066,24,8.507559055792093e-06,0.00813200610629865
u_00183,44,8.127017314657995e-05,0.00808808945770868
u_01498,22,2.687897744794446e-05,0.008074465374932178
u_00479,48,0.00028810113546505993,0.008071875412160113
u_00428,38,5.594784220762769e-05,0.008055176509184124
u_00222,41,0.00011395028970983259,0.008049880347993246
u_00352,32,5.462962998477414e-05,0.008032096404054681
u_00393,50,0.000255043502798763,0.008018802965401453
u_00421,39,0.00015653990655563931,0.008015116116079473
u_00288,42,0.0002236359122189333,0.007993537715488419
u_00585,40,0.00016943464386295074,0.007977823047549352
u_00230,38,7.134095672032385e-05,0.007972037226095999
u_00521,36,6.560267165156465e-05,0.007968024418742723
u_00229,42,6.64849634328752e-05,0.00794821508036037
u_00511,35,8.268610401522521e-05,0.007931819101863856
u_00216,44,0.00018562503635715242,0.007929846370007402
u_00181,53,0.0007119141383449013,0.007925535800779695
u_00337,32,9.860642498247696e-05,0.007900115448758573
u_00408,44,4.081942476299352e-05,0.007879463891280468
u_00436,35,7.531355280194033e-05,0.00787900581021469
u_00232,57,0.0003706714208241935,0.007878096751674028
u_00262,46,0.00028585114334359193,0.007851745945917447
u_00348,27,2.4870356464773468e-05,0.00784606560357081
u_00258,33,3.689719925866658e-05,0.007839744485258888
u_00311,38,0.00010601242033145122,0.007836090998986259
u_00206,47,5.711300803912669e-05,0.00781041670781341
u_00289,43,3.669079828483826e-05,0.007808968483813776
u_00446,47,0.0001090567914865058,0.007808244695730169
u_00373,37,5.9807130826875644e-05,0.007777479848818488
u_00253,66,0.0004948774934394438,0.007758291385144391
u_00444,45,0.00022544791760777556,0.00773884026769999
u_00700,28,2.9873675161051887e-05,0.00773207828228619
u_01025,37,7.211028593202425e-05,0.00769954462268042
u_00502,33,4.497461289639615e-05,0.007696977073969065
u_00536,19,1.2378480532859424e-05,0.007686485837262113
u_00562,30,9.668583389375784e-05,0.007680484286409411
u_00282,45,0.0002686980049064563,0.007680435657786914
u_00268,50,0.0002576182571226571,0.0076802457494599
u_00243,59,0.00014173019210564382,0.007668356026294405
u_00327,34,9.409410828305556e-06,0.007647977513151525
u_01036,36,3.4934627641942394e-05,0.007639025281695503
u_00292,34,0.0006365305985576223,0.007627628687621347
u_02098,43,0.00010797161361421693,0.007626787487075321
u_00499,46,0.0001234691082111215,0.007625547448757803
u_00670,39,0.00020431395518506434,0.0076214214709445964
u_00265,52,8.178078817843985e-05,0.007613269713159969
u_00683,30,3.346948590302842e-05,0.007611671529560903
u_00755,27,4.277124248302361e-05,0.007611433779072309
u_00328,53,0.0006558127055639962,0.007601892066836087
u_00203,47,0.0001950914760237458,0.007580025746323243
u_02125,44,0.00019404030000092667,0.007563171325026851
u_00330,48,0.00013221266818850557,0.007554595743108423
u_00617,29,0.00012825178884555812,0.007543781751971873
u_00478,33,6.069878042232841e-05,0.007537094349140935
u_00297,44,5.6863866609025556e-05,0.007532875342760365
u_00487,29,6.20649738130283e-05,0.007492580914416469
u_00294,38,0.00027206187403487343,0.007485054642754583
u_00314,43,0.00012179461890309841,0.007471467608885166
u_00202,62,0.0001719811253385668,0.007459399828220546
u_00662,34,4.5034509039540875e-05,0.00745359889460745
u_00377,33,9.129432054094568e-05,0.00744655650998605
u_00332,44,0.0014887671344551794,0.007441297500293572
u_00350,32,9.408537936812691e-05,0.007426235254656378
u_00918,24,7.36478590046234e-05,0.0074033297475966054
u_01343,26,0.00010681351637311236,0.00736893824486159
u_00390,42,7.607451991915621e-05,0.007357956773721746
u_00223,46,5.837411661449732e-05,0.007346014038232187
u_00906,25,0.0009395119646467362,0.007342371281816707
u_00464,41,6.452497817346557e-05,0.007332284512955459
u_00146,70,0.0006212477372764094,0.007331695707898605
u_00758,47,9.112080420830467e-05,0.007290656908410046
u_00796,34,7.538643776300381e-05,0.007288661660368639
u_01171,34,0.00010882377532817121,0.007278357813330416
u_01488,33,5.348589627956548e-05,0.007268740353151201
u_00429,40,6.036742318613081e-05,0.007262565724628238
u_00612,36,0.00020213639320553237,0.007251836348234135
u_00220,29,2.3997369660334902e-05,0.007247143502237123
u_00385,32,4.4283325790265556e-05,0.007246896130980409
u_01059,23,7.011191449469744e-06,0.0072224469400062686
u_00221,39,7.655605969851786e-05,0.007216658288287331
u_01655,32,6.08718869178512e-05,0.007206356069868054
u_01030,31,0.00010558456359268258,0.007188610370704148
u_01961,37,0.001527945661689674,0.007186741286692689
u_00831,15,2.037521411477779e-05,0.007180836634653561
u_00420,23,3.5109969277097894e-05,0.00717461431219896
u_00517,38,5.8060198116502326e-05,0.007173457543384124
u_00912,42,0.00044332631379117194,0.007169334555021332
u_01441,16,4.809565007139512e-06,0.0071492275358971
u_00745,31,3.200490165319657e-05,0.007135894484383187
u_00324,38,0.0002200670258182483,0.007123405577612237
u_01823,25,2.105136435126446e-05,0.007118414835598578
u_00415,31,0.0001410862661019369,0.007116778652564407
u_00349,43,2.9226012639578563e-05,0.0070894125126926425
u_00470,33,6.523758875999093e-05,0.0070830647046357924
u_00853,27,1.843004673823886e-05,0.00706100298444458
u_00396,24,4.293234090284309e-05,0.0070501879738135344
u_00433,33,4.381171963679131e-05,0.006989624309124511
u_00485,33,8.417589112685324e-05,0.006980916141814355
u_00264,37,9.190031845834818e-05,0.006980411623301018
u_02146,29,1.118041256087595e-05,0.006970635056529549
u_00225,42,2.465285582052834e-05,0.006955135257633295
u_00205,46,0.0001451837221588841,0.006953628757954863
u_00727,29,3.3675474772525736e-05,0.006951154137363153
u_00322,34,0.00018492025972754656,0.0069396114939626555
u_00191,37,9.304013732560384e-05,0.006939118410559095
u_00664,30,4.243918842876683e-05,0.006937988171661016
u_00342,33,7.137437232673772e-05,0.00693415507181689
u_00376,29,2.0095617740831957e-05,0.00693250855341466
u_00652,38,0.0001680736756556017,0.0069323176364582805
u_00357,37,0.00014466803034096399,0.0069307827322371875
u_00336,43,9.607592217893137e-05,0.00692717631533406
u_00471,27,2.327889906135084e-05,0.0069254111624151085
u_01307,31,6.15208913293548e-05,0.006916256818105145
u_01026,33,0.00022097942985905772,0.006911765705535327
u_00837,31,2.7393505279073505e-05,0.006894984849991091
u_00480,29,4.556460154667837e-05,0.006887486715547475
u_00488,34,1.2917484723788025e-05,0.006885190212773718
u_00341,60,0.0004841730851245256,0.006817559144469231
u_00397,27,7.173234138134421e-05,0.0067936007931808096
u_00563,32,0.00017598244426422484,0.006785197194607686
u_00890,39,0.00032547820541913106,0.006777792668131111
u_00573,30,4.400992191499549e-05,0.006773171511137754
u_00193,46,0.00026725510296715145,0.006771406095626727
u_00549,36,0.0001438442699764247,0.006766367883760056
u_00325,39,7.992279219113636e-05,0.006757729930867022
u_00398,47,0.0006708117449885498,0.006735463875511788
u_00463,40,7.883401729850647e-05,0.006730704678704736
u_00344,31,9.811699979733349e-05,0.00673063937469033
u_00467,58,0.0004955767179020016,0.0067096791915781575
u_01577,36,0.00012060576350239027,0.006699219875389233
u_00281,36,7.054138694036996e-05,0.006681232529381398
u_00302,42,9.731656803746536e-05,0.006676232602249909
u_00461,50,0.00015493987375034398,0.006676171017830206
u_00949,42,0.0004088794646176462,0.00667006053907481
u_00699,41,7.97460135807652e-05,0.006641568085809823
u_00498,29,3.8117726115584734e-05,0.006636291137675592
u_00386,38,0.00012676123888628155,0.006630195928074622
u_00824,35,0.00019143950538640266,0.00660222805575398
u_00353,46,0.00016422815264515104,0.006585691054780607
u_00300,35,4.2594019077976394e-05,0.006582673975995121
u_00406,55,0.0002447689134363784,0.006579044569116502
u_00381,33,5.452008906960208e-05,0.0065508544908129355
u_00576,32,6.815423845389954e-05,0.006540942924450924
u_00494,24,1.2166444576367524e-05,0.006536948787090228
u_00346,52,9.420504933580493e-05,0.006493385181981083
u_00185,51,0.0001254246924010311,0.006477354067549929
u_00244,46,6.408597528143656e-05,0.006474775678033683
u_00484,17,2.304951847586335e-06,0.006470310409428542
u_01593,19,2.6523131803544007e-05,0.006442671327285724
u_01994,26,3.6064267708449964e-05,0.006428930106088776
u_01309,38,6.352121453242636e-05,0.006428871902223929
u_00305,42,0.0011882292101664028,0.0064243823713119545
u_00964,30,3.7317860564823824e-05,0.0064119025615754785
u_00276,32,0.00010846019602399669,0.006407990193668982
u_00527,47,0.0031330100271256696,0.006407393796948661
u_01899,26,1.788981226419813e-05,0.006406553782463469
u_00772,27,0.00010861850631435899,0.006405376790270207
u_00507,26,2.1798547494805213e-05,0.006400597606673049
u_00580,33,0.0004301497520990511,0.006393439502932653
u_01352,18,1.2408466097030248e-05,0.006375272733551232
u_00660,27,3.736962602677329e-05,0.006368009819595556
u_00388,36,0.00017045145196021137,0.006360312808064067
u_00443,28,2.1813016890742483e-05,0.0063501871478108055
u_00798,27,8.288915571691838e-05,0.006347397462932931
u_00372,25,9.673610147922303e-05,0.006345604774172995
u_00142,74,0.0005041544385468603,0.0063368418264578815
u_00459,31,3.306632528784275e-05,0.00631510586785432
u_00228,50,0.00039887955242548024,0.00631159302158267
u_01530,14,0.00011982396789939942,0.00627687787830793
u_01950,19,1.1209076968470414e-05,0.006251948635795858
u_00848,21,2.0117224586155666e-05,0.0062454382546702205
u_00431,29,0.00032026782420871907,0.0062442896641237
u_00705,29,0.00011922322943018953,0.0062432568663204945
u_00596,34,8.819502945086494e-05,0.0062376196471134815
u_01301,30,8.115350125565475e-05,0.006232780938029017
u_00529,46,3.80694700164359e-05,0.0062077274837757
u_00623,34,2.9099724149061062e-05,0.006203520685470368
u_00784,19,3.837663779732734e-06,0.006198155915275189
u_01360,34,0.00018875219019485142,0.006183245875323783
u_00979,32,0.00014091849458668947,0.006175395592005677
u_01000,36,7.56039226857197e-05,0.006172603978417252
u_00472,31,1.0244582718663025e-05,0.006171572827505944
u_00287,32,5.511121687750818e-05,0.0061698243120191605
u_00582,33,4.057373969535312e-05,0.0061629424268610416
u_00399,24,1.131722855646203e-05,0.006161271676515864
u_00642,26,1.3175456753131245e-05,0.006152682241870904
u_00620,28,3.373733456931193e-05,0.006144743359172416
u_01256,23,8.948522185344821e-05,0.0061296531893243016
u_00528,37,6.837070472948767e-05,0.0061243349723271185
u_00611,28,4.0185009759534254e-05,0.006118718138100912
u_00451,29,3.833143196743055e-05,0.00610272012540589
u_01682,19,1.740007330940602e-05,0.006090958147901019
u_00857,26,5.369523834339604e-05,0.006067390946579369
u_00591,31,5.455528817606873e-05,0.006051894272966422
u_00566,48,0.00014186104609566533,0.006017019531879433
u_00383,28,9.468072090718577e-06,0.006006416924648007
u_00304,28,7.255993109887782e-05,0.0060044196987460085
u_00867,22,3.137450611405677e-05,0.005996203346281411
u_00995,35,0.00010662587578527043,0.0059848956003257115
u_00657,27,2.45980849345556e-05,0.005975058022178127
u_00414,29,6.075911957603742e-05,0.005974334229652367
u_00453,35,2.94929875989554e-05,0.005970559585413391
u_00730,32,4.365022289518378e-05,0.005963071138884011
u_00505,40,6.902445390744006e-05,0.005961513051021005
u_00249,38,9.530065776924834e-05,0.0059573918152371515
